,NUMBER,X_IMAGE,Y_IMAGE,A_IMAGE,B_IMAGE,THETA_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,gal_id,seg_index,a0,z,cam,instrument,filter,filename,prob_mean,prob_int,flux
0,1,63.8731,65.2531,1.025,0.94,-29.59,64,66,VELA11,95,0.250,3.000,00,ACS,F435W,VELA11_a0.250_sunrise_cam00_ACS-F435W_SB00-pred,0.13027328252792358,1.6935527324676514,0.07620768994092941
1,1,64.0658,66.0968,1.0390000000000001,0.973,-44.06,64,66,VELA11,96,0.250,3.000,01,ACS,F435W,VELA11_a0.250_sunrise_cam01_ACS-F435W_SB00-pred,0.560781717300415,10.654852867126465,0.11129511892795563
2,1,58.4194,68.7447,0.983,0.9690000000000001,12.02,58,69,VELA11,98,0.250,3.000,03,ACS,F435W,VELA11_a0.250_sunrise_cam03_ACS-F435W_SB00-pred,0.11535952985286713,2.3071906566619873,0.07438617199659348
3,1,63.9643,65.4468,1.028,0.9620000000000001,6.18,64,66,VELA11,99,0.250,3.000,04,ACS,F435W,VELA11_a0.250_sunrise_cam04_ACS-F435W_SB00-pred,0.40965524315834045,6.554483890533447,0.09952808916568756
4,1,64.1727,66.2412,1.136,0.9309999999999999,-17.06,64,67,VELA11,100,0.250,3.000,05,ACS,F435W,VELA11_a0.250_sunrise_cam05_ACS-F435W_SB00-pred,0.14460687339305878,2.1691031455993652,0.09731778502464294
5,1,64.0446,66.2321,1.056,0.9840000000000001,-22.21,64,67,VELA11,101,0.250,3.000,06,ACS,F435W,VELA11_a0.250_sunrise_cam06_ACS-F435W_SB00-pred,0.3884018361568451,6.991232872009277,0.10558174550533295
6,1,63.986,65.7455,1.205,0.91,17.18,64,65,VELA11,102,0.250,3.000,07,ACS,F435W,VELA11_a0.250_sunrise_cam07_ACS-F435W_SB00-pred,0.15296028554439545,2.447364568710327,0.0943656712770462
7,1,66.1408,66.2106,1.114,0.853,11.6,66,67,VELA11,103,0.250,3.000,08,ACS,F435W,VELA11_a0.250_sunrise_cam08_ACS-F435W_SB00-pred,0.10226308554410934,1.3294200897216797,0.06254192441701889
8,1,64.3646,75.6577,1.01,0.887,-42.66,64,76,VELA11,104,0.250,3.000,09,ACS,F435W,VELA11_a0.250_sunrise_cam09_ACS-F435W_SB00-pred,0.11947881430387497,1.5532245635986328,0.05250877887010574
9,1,58.2453,71.283,0.9690000000000001,0.862,73.79,59,71,VELA11,105,0.250,3.000,10,ACS,F435W,VELA11_a0.250_sunrise_cam10_ACS-F435W_SB00-pred,0.1482308804988861,1.7787705659866333,0.05125352740287781
10,1,71.488,61.2343,1.112,0.9890000000000001,-85.24,71,61,VELA11,106,0.250,3.000,11,ACS,F435W,VELA11_a0.250_sunrise_cam11_ACS-F435W_SB00-pred,0.2912174463272095,6.698001384735107,0.11737325042486191
11,1,64.326,65.3516,1.561,0.992,4.68,64,66,VELA11,107,0.250,3.000,12,ACS,F435W,VELA11_a0.250_sunrise_cam12_ACS-F435W_SB00-pred,0.06554614007472992,1.3109228610992432,0.124981589615345
12,1,63.6049,66.7964,1.1440000000000001,0.9470000000000001,-74.09,63,67,VELA11,108,0.250,3.000,13,ACS,F435W,VELA11_a0.250_sunrise_cam13_ACS-F435W_SB00-pred,0.2777087986469269,4.721049785614014,0.0910702645778656
13,1,60.1816,74.1799,0.7709999999999999,0.5720000000000001,43.79,60,74,VELA11,112,0.250,3.000,17,ACS,F435W,VELA11_a0.250_sunrise_cam17_ACS-F435W_SB00-pred,0.06572651118040085,0.3943590521812439,0.024509983137249947
14,1,19.5093,66.5079,0.5,0.499,45.71,20,67,VELA11,129,0.260,2.846,15,ACS,F435W,VELA11_a0.260_sunrise_cam15_ACS-F435W_SB00-pred,0.05168188735842705,0.2067275494337082,0.02272876538336277
15,1,63.8571,65.9607,1.031,0.977,-25.2,64,66,VELA11,133,0.270,2.704,00,ACS,F435W,VELA11_a0.270_sunrise_cam00_ACS-F435W_SB00-pred,0.48574984073638916,8.743496894836426,0.10255961865186691
16,1,65.065,61.9859,1.014,0.889,53.13,65,62,VELA11,136,0.270,2.704,03,ACS,F435W,VELA11_a0.270_sunrise_cam03_ACS-F435W_SB00-pred,0.7186344861984253,11.498151779174805,0.1292162537574768
17,1,63.8487,66.0618,1.06,0.976,42.24,64,66,VELA11,138,0.270,2.704,05,ACS,F435W,VELA11_a0.270_sunrise_cam05_ACS-F435W_SB00-pred,0.5283651947975159,10.038938522338867,0.11034106463193893
18,1,65.0127,65.2127,0.96,0.772,89.05,65,66,VELA11,139,0.270,2.704,06,ACS,F435W,VELA11_a0.270_sunrise_cam06_ACS-F435W_SB00-pred,0.06961981952190399,0.6961981654167175,0.057576071470975876
19,2,65.0197,76.5043,1.2109999999999999,0.9740000000000001,-57.7,65,76,VELA11,139,0.270,2.704,06,ACS,F435W,VELA11_a0.270_sunrise_cam06_ACS-F435W_SB00-pred,0.5290675759315491,11.639486312866211,0.09173043817281723
20,1,48.9547,56.1889,0.804,0.7759999999999999,69.12,49,56,VELA11,141,0.270,2.704,08,ACS,F435W,VELA11_a0.270_sunrise_cam08_ACS-F435W_SB00-pred,1.3321630954742432,13.32163143157959,0.10299790650606155
21,1,53.1773,61.0571,1.095,0.866,48.5,53,61,VELA11,143,0.270,2.704,10,ACS,F435W,VELA11_a0.270_sunrise_cam10_ACS-F435W_SB00-pred,0.6478274464607239,11.013066291809082,0.10383214056491852
22,1,44.7027,62.1748,1.092,0.99,52.47,44,62,VELA11,144,0.270,2.704,11,ACS,F435W,VELA11_a0.270_sunrise_cam11_ACS-F435W_SB00-pred,0.5144252181053162,9.774079322814941,0.09291976690292358
