,NUMBER,X_IMAGE,Y_IMAGE,A_IMAGE,B_IMAGE,THETA_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,gal_id,seg_index,a0,z,cam,instrument,filter,filename,prob_mean,prob_int,flux
0,1,56.9012,63.7649,1.297,0.976,7.15,56,64,VELA01,191,0.230,3.348,01,ACS,F435W,VELA01_a0.230_sunrise_cam01_ACS-F435W_SB00-pred,0.05715715140104294,0.9716715812683105,0.08869991451501846
1,1,70.4955,75.2506,0.85,0.466,75.32,70,76,VELA01,192,0.230,3.348,02,ACS,F435W,VELA01_a0.230_sunrise_cam02_ACS-F435W_SB00-pred,0.02253124862909317,0.09012499451637268,0.02033943496644497
2,1,77.91,65.2695,1.8869999999999998,1.018,19.21,78,65,VELA01,193,0.230,3.348,03,ACS,F435W,VELA01_a0.230_sunrise_cam03_ACS-F435W_SB00-pred,0.3189670145511627,9.569010734558105,0.1585380584001541
3,1,55.9652,61.6159,1.176,0.991,-1.32,56,62,VELA01,196,0.230,3.348,06,ACS,F435W,VELA01_a0.230_sunrise_cam06_ACS-F435W_SB00-pred,0.178769052028656,3.2178428173065186,0.09285976737737656
4,1,58.0365,67.2572,1.137,0.982,-34.4,58,68,VELA01,197,0.230,3.348,07,ACS,F435W,VELA01_a0.230_sunrise_cam07_ACS-F435W_SB00-pred,0.3044438064098358,5.784432411193848,0.09088917821645737
5,1,76.0653,65.994,1.6030000000000002,1.035,26.61,76,67,VELA01,198,0.230,3.348,08,ACS,F435W,VELA01_a0.230_sunrise_cam08_ACS-F435W_SB00-pred,0.1701561063528061,6.125619888305664,0.1882076859474182
6,1,77.6121,65.1204,1.228,1.0390000000000001,24.8,77,64,VELA01,200,0.230,3.348,10,ACS,F435W,VELA01_a0.230_sunrise_cam10_ACS-F435W_SB00-pred,0.16558806598186493,3.3117613792419434,0.10260879993438721
7,1,69.8355,75.0194,0.8190000000000001,0.6809999999999999,-89.18,70,76,VELA01,201,0.230,3.348,11,ACS,F435W,VELA01_a0.230_sunrise_cam11_ACS-F435W_SB00-pred,0.02837296761572361,0.17023780941963196,0.03356347233057022
8,1,77.5308,65.6691,1.156,0.9670000000000001,22.76,77,65,VELA01,206,0.230,3.348,16,ACS,F435W,VELA01_a0.230_sunrise_cam16_ACS-F435W_SB00-pred,0.11898674070835114,1.9037878513336182,0.08716406673192978
9,1,71.5764,74.73,1.2329999999999999,0.8809999999999999,57.66,72,75,VELA01,207,0.230,3.348,17,ACS,F435W,VELA01_a0.230_sunrise_cam17_ACS-F435W_SB00-pred,0.04507222771644592,1.2620223760604858,0.13591958582401276
