,NUMBER,X_IMAGE,Y_IMAGE,A_IMAGE,B_IMAGE,THETA_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,gal_id,seg_index,a0,z,cam,instrument,filter,filename,prob_mean,prob_int,flux
0,1,76.3871,59.3801,1.04,0.899,40.55,76,59,VELA12,0,0.200,4.000,00,ACS,F606W,VELA12_a0.200_sunrise_cam00_ACS-F606W_SB00-pred,0.052031874656677246,0.6764143705368042,0.0655827671289444
1,2,91.2886,104.4135,1.0070000000000001,0.9179999999999999,-40.45,91,105,VELA12,0,0.200,4.000,00,ACS,F606W,VELA12_a0.200_sunrise_cam00_ACS-F606W_SB00-pred,0.16794903576374054,2.519235610961914,0.0808098092675209
2,3,61.8453,62.1342,2.12,1.102,29.3,62,62,VELA12,0,0.200,4.000,00,ACS,F606W,VELA12_a0.200_sunrise_cam00_ACS-F606W_SB00-pred,0.20491160452365875,9.8357572555542,0.5858262777328491
3,1,78.8887,34.6668,0.953,0.696,-70.88,79,35,VELA12,1,0.200,4.000,01,ACS,F606W,VELA12_a0.200_sunrise_cam01_ACS-F606W_SB00-pred,0.04557232931256294,0.4101509749889374,0.05540750175714493
4,2,91.2883,104.4136,1.0070000000000001,0.917,-40.44,91,105,VELA12,1,0.200,4.000,01,ACS,F606W,VELA12_a0.200_sunrise_cam01_ACS-F606W_SB00-pred,0.1683235615491867,2.524853467941284,0.08081404864788055
5,3,65.7427,77.0311,1.194,1.128,2.61,66,77,VELA12,1,0.200,4.000,01,ACS,F606W,VELA12_a0.200_sunrise_cam01_ACS-F606W_SB00-pred,0.2184363156557083,5.242471694946289,0.1064680740237236
6,4,69.2617,67.9849,2.805,1.291,-86.35,69,69,VELA12,1,0.200,4.000,01,ACS,F606W,VELA12_a0.200_sunrise_cam01_ACS-F606W_SB00-pred,0.14968432486057281,7.933269500732422,0.3488791286945343
7,5,64.1809,64.7539,1.22,1.105,-17.47,64,64,VELA12,1,0.200,4.000,01,ACS,F606W,VELA12_a0.200_sunrise_cam01_ACS-F606W_SB00-pred,0.16207624971866608,3.7277538776397705,0.30202779173851013
8,6,56.9245,61.8867,1.2009999999999998,1.1079999999999999,-23.88,57,62,VELA12,1,0.200,4.000,01,ACS,F606W,VELA12_a0.200_sunrise_cam01_ACS-F606W_SB00-pred,0.10257001966238022,2.0514004230499268,0.10484787076711655
9,1,67.778,62.0155,1.6540000000000001,1.2770000000000001,16.73,68,62,VELA12,2,0.200,4.000,02,ACS,F606W,VELA12_a0.200_sunrise_cam02_ACS-F606W_SB00-pred,0.2891046106815338,12.720602989196777,0.372667521238327
10,2,91.2888,104.4135,1.0070000000000001,0.9179999999999999,-40.47,91,105,VELA12,2,0.200,4.000,02,ACS,F606W,VELA12_a0.200_sunrise_cam02_ACS-F606W_SB00-pred,0.16817012429237366,2.5225517749786377,0.08081990480422974
11,3,51.3809,63.8549,1.1909999999999998,1.13,-12.75,51,64,VELA12,2,0.200,4.000,02,ACS,F606W,VELA12_a0.200_sunrise_cam02_ACS-F606W_SB00-pred,0.2829197645187378,7.355914115905762,0.1378088891506195
12,1,72.2956,63.5322,1.306,1.099,-67.5,73,63,VELA12,3,0.200,4.000,03,ACS,F606W,VELA12_a0.200_sunrise_cam03_ACS-F606W_SB00-pred,0.16948546469211578,4.067651271820068,0.14465753734111786
