,NUMBER,X_IMAGE,Y_IMAGE,A_IMAGE,B_IMAGE,THETA_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,gal_id,seg_index,a0,z,cam,instrument,filter,filename,prob_mean,prob_int,flux
0,1,64.1099,66.4767,1.088,0.971,14.73,64,67,VELA17,228,0.220,3.545,00,ACS,F435W,VELA17_a0.220_sunrise_cam00_ACS-F435W_SB00-pred,0.09713052213191986,2.039741039276123,0.10173311829566956
1,1,63.5565,65.4629,0.925,0.9059999999999999,71.98,63,65,VELA17,232,0.220,3.545,04,ACS,F435W,VELA17_a0.220_sunrise_cam04_ACS-F435W_SB00-pred,0.14674249291419983,1.760909914970398,0.05450822785496712
2,1,71.5354,62.0718,1.073,0.9490000000000001,-85.35,71,62,VELA17,233,0.220,3.545,05,ACS,F435W,VELA17_a0.220_sunrise_cam05_ACS-F435W_SB00-pred,0.2510107755661011,4.016172409057617,0.05753222852945328
3,1,63.718,65.8491,1.036,0.971,31.01,64,66,VELA17,239,0.220,3.545,11,ACS,F435W,VELA17_a0.220_sunrise_cam11_ACS-F435W_SB00-pred,0.2401757687330246,4.803515434265137,0.08749469369649887
4,1,63.2704,67.0002,1.119,0.9570000000000001,-59.36,63,67,VELA17,247,0.230,3.348,00,ACS,F435W,VELA17_a0.230_sunrise_cam00_ACS-F435W_SB00-pred,0.4750744700431824,9.02641487121582,0.13109327852725983
5,2,76.2191,75.979,0.978,0.972,74.77,76,76,VELA17,247,0.230,3.348,00,ACS,F435W,VELA17_a0.230_sunrise_cam00_ACS-F435W_SB00-pred,0.6717299818992615,11.41940975189209,0.09487295895814896
6,1,65.5733,63.9575,1.207,0.9209999999999999,67.16,66,64,VELA17,248,0.230,3.348,01,ACS,F435W,VELA17_a0.230_sunrise_cam01_ACS-F435W_SB00-pred,0.4721578359603882,8.970998764038086,0.17182685434818268
7,1,70.9437,80.6284,1.0290000000000001,1.024,-54.4,71,81,VELA17,249,0.230,3.348,02,ACS,F435W,VELA17_a0.230_sunrise_cam02_ACS-F435W_SB00-pred,0.3043217062950134,5.173469066619873,0.08120913058519363
8,1,64.0318,66.3323,1.79,0.927,-56.94,64,67,VELA17,250,0.230,3.348,03,ACS,F435W,VELA17_a0.230_sunrise_cam03_ACS-F435W_SB00-pred,0.2693904638290405,6.734761714935303,0.15843911468982697
9,2,49.4138,91.6127,0.9690000000000001,0.835,19.09,50,92,VELA17,250,0.230,3.348,03,ACS,F435W,VELA17_a0.230_sunrise_cam03_ACS-F435W_SB00-pred,0.10461395233869553,1.1507534980773926,0.06250399351119995
10,1,63.8226,62.1595,1.075,0.945,78.86,63,62,VELA17,251,0.230,3.348,04,ACS,F435W,VELA17_a0.230_sunrise_cam04_ACS-F435W_SB00-pred,0.5782732963562012,10.98719310760498,0.13693119585514069
11,2,81.5029,82.9802,0.81,0.5,89.67,82,83,VELA17,251,0.230,3.348,04,ACS,F435W,VELA17_a0.230_sunrise_cam04_ACS-F435W_SB00-pred,0.07465705275535583,0.447942316532135,0.028299210593104362
12,3,66.1018,66.3493,0.97,0.833,19.91,66,67,VELA17,251,0.230,3.348,04,ACS,F435W,VELA17_a0.230_sunrise_cam04_ACS-F435W_SB00-pred,0.4250360429286957,5.950504779815674,0.1372743546962738
13,1,64.1422,63.9636,1.969,1.15,7.87,63,64,VELA17,252,0.230,3.348,05,ACS,F435W,VELA17_a0.230_sunrise_cam05_ACS-F435W_SB00-pred,0.3639342784881592,12.737699508666992,0.319894939661026
14,1,81.6803,85.8645,1.0270000000000001,0.868,63.05,82,86,VELA17,253,0.230,3.348,06,ACS,F435W,VELA17_a0.230_sunrise_cam06_ACS-F435W_SB00-pred,0.29940876364707947,4.191722869873047,0.07535911351442337
15,1,65.6065,64.1895,1.431,0.955,-77.64,66,64,VELA17,254,0.230,3.348,07,ACS,F435W,VELA17_a0.230_sunrise_cam07_ACS-F435W_SB00-pred,0.18450424075126648,3.69008469581604,0.18504425883293152
16,1,63.564,66.3393,1.064,1.016,50.59,63,66,VELA17,255,0.230,3.348,08,ACS,F435W,VELA17_a0.230_sunrise_cam08_ACS-F435W_SB00-pred,0.5592413544654846,11.184826850891113,0.1640111356973648
17,2,75.333,91.578,1.002,0.889,-44.9,75,91,VELA17,255,0.230,3.348,08,ACS,F435W,VELA17_a0.230_sunrise_cam08_ACS-F435W_SB00-pred,0.16491781175136566,2.1439316272735596,0.07329495996236801
18,1,51.9891,91.1749,0.9620000000000001,0.887,88.23,52,91,VELA17,256,0.230,3.348,09,ACS,F435W,VELA17_a0.230_sunrise_cam09_ACS-F435W_SB00-pred,0.7671476602554321,11.507214546203613,0.09380771219730377
19,1,69.3001,63.1071,1.598,0.925,-28.44,69,63,VELA17,257,0.230,3.348,10,ACS,F435W,VELA17_a0.230_sunrise_cam10_ACS-F435W_SB00-pred,0.1534905582666397,3.223301649093628,0.09889517724514008
20,2,67.0184,90.7028,0.9640000000000001,0.9570000000000001,-13.9,67,91,VELA17,257,0.230,3.348,10,ACS,F435W,VELA17_a0.230_sunrise_cam10_ACS-F435W_SB00-pred,0.5820283889770508,9.894482612609863,0.11693401634693146
21,3,62.3643,65.4014,1.0170000000000001,0.885,44.68,63,65,VELA17,257,0.230,3.348,10,ACS,F435W,VELA17_a0.230_sunrise_cam10_ACS-F435W_SB00-pred,0.15326887369155884,1.9924952983856201,0.09518112242221832
22,1,63.105,64.9487,1.146,0.9620000000000001,44.11,63,65,VELA17,258,0.230,3.348,11,ACS,F435W,VELA17_a0.230_sunrise_cam11_ACS-F435W_SB00-pred,0.49687090516090393,9.937417984008789,0.22128768265247345
23,1,57.8789,66.2039,1.082,0.993,26.67,58,66,VELA17,260,0.230,3.348,13,ACS,F435W,VELA17_a0.230_sunrise_cam13_ACS-F435W_SB00-pred,0.2923331558704376,5.261996746063232,0.10715539753437042
24,2,60.3979,73.8651,1.033,0.8959999999999999,13.18,60,74,VELA17,260,0.230,3.348,13,ACS,F435W,VELA17_a0.230_sunrise_cam13_ACS-F435W_SB00-pred,0.1240871399641037,1.6131328344345093,0.04581977799534798
25,1,64.1421,63.2412,1.975,1.047,29.65,63,63,VELA17,261,0.230,3.348,14,ACS,F435W,VELA17_a0.230_sunrise_cam14_ACS-F435W_SB00-pred,0.35246741771698,11.27895736694336,0.2980252504348755
26,1,53.2844,65.5801,1.175,0.963,69.35,53,65,VELA17,262,0.230,3.348,15,ACS,F435W,VELA17_a0.230_sunrise_cam15_ACS-F435W_SB00-pred,0.4314829707145691,8.198176383972168,0.08478710055351257
27,1,61.9422,63.7041,1.044,1.025,-0.4,62,64,VELA17,263,0.230,3.348,16,ACS,F435W,VELA17_a0.230_sunrise_cam16_ACS-F435W_SB00-pred,0.27260246872901917,4.634242057800293,0.10836644470691681
28,2,57.9973,89.8744,0.87,0.845,87.36,58,90,VELA17,263,0.230,3.348,16,ACS,F435W,VELA17_a0.230_sunrise_cam16_ACS-F435W_SB00-pred,1.1131267547607422,14.470647811889648,0.0957438200712204
29,3,68.389,64.4033,1.07,0.961,-43.03,69,65,VELA17,263,0.230,3.348,16,ACS,F435W,VELA17_a0.230_sunrise_cam16_ACS-F435W_SB00-pred,0.15394456684589386,2.309168577194214,0.08660481870174408
30,1,64.6183,63.2217,2.01,0.9620000000000001,41.11,64,62,VELA17,265,0.230,3.348,18,ACS,F435W,VELA17_a0.230_sunrise_cam18_ACS-F435W_SB00-pred,0.2318378984928131,6.027785301208496,0.25850898027420044
31,1,65.5291,60.0325,1.179,1.068,-25.11,66,61,VELA17,266,0.240,3.167,00,ACS,F435W,VELA17_a0.240_sunrise_cam00_ACS-F435W_SB00-pred,0.19730991125106812,3.5515785217285156,0.1814243644475937
32,2,63.5323,65.2475,1.0190000000000001,0.902,-2.19,64,66,VELA17,266,0.240,3.167,00,ACS,F435W,VELA17_a0.240_sunrise_cam00_ACS-F435W_SB00-pred,0.5588247776031494,8.38237190246582,0.4223536550998688
33,3,70.5483,61.844,1.2990000000000002,1.128,23.95,70,62,VELA17,266,0.240,3.167,00,ACS,F435W,VELA17_a0.240_sunrise_cam00_ACS-F435W_SB00-pred,0.2686237096786499,5.909721374511719,0.23446640372276306
