,NUMBER,X_IMAGE,Y_IMAGE,A_IMAGE,B_IMAGE,THETA_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,gal_id,seg_index,a0,z,cam,instrument,filter,filename,prob_mean,prob_int,flux
0,1,69.8295,62.8325,0.782,0.578,46.11,70,62,VELA06,95,0.250,3.000,00,ACS,F435W,VELA06_a0.250_sunrise_cam00_ACS-F435W_SB00-pred,0.0955943688750267,0.573566198348999,0.036137089133262634
1,1,61.494,64.0308,0.85,0.71,0.74,66,67,VELA06,97,0.250,3.000,02,ACS,F435W,VELA06_a0.250_sunrise_cam02_ACS-F435W_SB00-pred,0.11473284661769867,1.606259822845459,0.10994615405797958
2,1,44.4381,82.1638,0.9740000000000001,0.895,13.07,44,83,VELA06,99,0.250,3.000,04,ACS,F435W,VELA06_a0.250_sunrise_cam04_ACS-F435W_SB00-pred,0.5993480682373047,8.390872955322266,0.0800413116812706
3,1,65.7775,66.0629,0.9940000000000001,0.898,0.01,66,67,VELA06,101,0.250,3.000,06,ACS,F435W,VELA06_a0.250_sunrise_cam06_ACS-F435W_SB00-pred,0.7818294167518616,11.72744083404541,0.0991750955581665
4,1,64.2972,65.7446,0.958,0.871,-14.69,64,65,VELA06,105,0.250,3.000,10,ACS,F435W,VELA06_a0.250_sunrise_cam10_ACS-F435W_SB00-pred,0.2111697793006897,2.5340373516082764,0.06486397236585617
5,1,64.3976,65.846,1.507,0.833,2.43,65,65,VELA06,106,0.250,3.000,11,ACS,F435W,VELA06_a0.250_sunrise_cam11_ACS-F435W_SB00-pred,0.34052547812461853,6.46998405456543,0.10131831467151642
6,1,64.361,66.1511,1.073,0.922,6.05,64,66,VELA06,107,0.250,3.000,12,ACS,F435W,VELA06_a0.250_sunrise_cam12_ACS-F435W_SB00-pred,0.7075868844985962,12.028977394104004,0.1179635152220726
7,1,64.757,66.6358,1.082,0.9329999999999999,-18.58,65,67,VELA06,109,0.250,3.000,14,ACS,F435W,VELA06_a0.250_sunrise_cam14_ACS-F435W_SB00-pred,0.539588212966919,9.172999382019043,0.11001113802194595
8,1,65.4901,66.253,0.9540000000000001,0.927,-10.36,65,67,VELA06,111,0.250,3.000,16,ACS,F435W,VELA06_a0.250_sunrise_cam16_ACS-F435W_SB00-pred,0.4280969500541687,5.993357181549072,0.08142559975385666
9,1,63.9919,66.187,1.329,0.917,1.05,64,67,VELA06,112,0.250,3.000,17,ACS,F435W,VELA06_a0.250_sunrise_cam17_ACS-F435W_SB00-pred,0.4267885088920593,8.535770416259766,0.11356464773416519
10,1,66.0362,65.5036,0.852,0.7090000000000001,89.66,67,66,VELA06,113,0.250,3.000,18,ACS,F435W,VELA06_a0.250_sunrise_cam18_ACS-F435W_SB00-pred,0.11711890995502472,0.9369512796401978,0.047926902770996094
