,NUMBER,X_IMAGE,Y_IMAGE,A_IMAGE,B_IMAGE,THETA_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,gal_id,seg_index,a0,z,cam,instrument,filter,filename,prob_mean,prob_int,flux
0,1,64.1136,65.1383,1.064,0.981,61.16,64,65,VELA02,57,0.200,4.000,00,ACS,F606W,VELA02_a0.200_sunrise_cam00_ACS-F606W_SB00-pred,0.3632831871509552,7.2656636238098145,0.14378811419010162
1,1,64.9345,66.1231,0.9890000000000001,0.953,-11.78,65,66,VELA02,58,0.200,4.000,01,ACS,F606W,VELA02_a0.200_sunrise_cam01_ACS-F606W_SB00-pred,0.4873861074447632,9.260335922241211,0.12940992414951324
2,1,63.7176,64.8153,1.024,0.963,42.53,63,65,VELA02,59,0.200,4.000,02,ACS,F606W,VELA02_a0.200_sunrise_cam02_ACS-F606W_SB00-pred,0.347671777009964,6.258091926574707,0.12338472902774811
3,1,64.3168,66.0207,1.161,0.9209999999999999,62.12,64,66,VELA02,60,0.200,4.000,03,ACS,F606W,VELA02_a0.200_sunrise_cam03_ACS-F606W_SB00-pred,0.10003986954689026,1.6006379127502441,0.10501401126384735
4,1,64.9485,66.1102,1.036,1.0190000000000001,69.23,65,67,VELA02,61,0.200,4.000,04,ACS,F606W,VELA02_a0.200_sunrise_cam04_ACS-F606W_SB00-pred,0.34070414304733276,7.154787063598633,0.12916509807109833
5,1,64.876,66.4669,1.028,0.887,75.96,65,67,VELA02,62,0.200,4.000,05,ACS,F606W,VELA02_a0.200_sunrise_cam05_ACS-F606W_SB00-pred,0.07945072650909424,1.032859444618225,0.08286382257938385
6,1,64.4938,65.0695,1.0390000000000001,0.9540000000000001,-3.42,64,65,VELA02,63,0.200,4.000,06,ACS,F606W,VELA02_a0.200_sunrise_cam06_ACS-F606W_SB00-pred,0.48236194252967834,8.682515144348145,0.1363248974084854
7,1,64.9275,66.1636,1.072,0.941,48.59,65,67,VELA02,64,0.200,4.000,07,ACS,F606W,VELA02_a0.200_sunrise_cam07_ACS-F606W_SB00-pred,0.34431004524230957,6.541890621185303,0.12782423198223114
8,1,64.2951,66.0956,0.9740000000000001,0.9570000000000001,54.94,64,66,VELA02,65,0.200,4.000,08,ACS,F606W,VELA02_a0.200_sunrise_cam08_ACS-F606W_SB00-pred,0.3916381001472473,6.657847881317139,0.11779175698757172
9,1,63.7552,65.2014,1.068,0.955,42.0,64,66,VELA02,66,0.200,4.000,09,ACS,F606W,VELA02_a0.200_sunrise_cam09_ACS-F606W_SB00-pred,0.26691895723342896,5.071460247039795,0.12782908976078033
10,1,64.2814,65.9494,1.014,0.96,52.52,64,66,VELA02,67,0.200,4.000,10,ACS,F606W,VELA02_a0.200_sunrise_cam10_ACS-F606W_SB00-pred,0.347145140171051,6.248612403869629,0.11242042481899261
11,1,64.1422,65.9213,1.0390000000000001,0.961,43.92,64,66,VELA02,68,0.200,4.000,11,ACS,F606W,VELA02_a0.200_sunrise_cam11_ACS-F606W_SB00-pred,0.4332662522792816,8.23205852508545,0.13432490825653076
12,1,64.1319,65.6651,1.103,0.998,78.77,64,66,VELA02,69,0.200,4.000,12,ACS,F606W,VELA02_a0.200_sunrise_cam12_ACS-F606W_SB00-pred,0.35056033730506897,7.361766815185547,0.13938355445861816
13,1,64.0608,65.8065,1.041,0.9570000000000001,54.38,64,66,VELA02,70,0.200,4.000,13,ACS,F606W,VELA02_a0.200_sunrise_cam13_ACS-F606W_SB00-pred,0.4368903636932373,8.30091667175293,0.12838800251483917
14,1,64.3767,66.0044,1.19,0.934,63.29,64,66,VELA02,71,0.200,4.000,14,ACS,F606W,VELA02_a0.200_sunrise_cam14_ACS-F606W_SB00-pred,0.06932036578655243,1.1091258525848389,0.1001518964767456
15,1,64.5214,65.9602,1.025,0.97,37.93,64,66,VELA02,72,0.200,4.000,15,ACS,F606W,VELA02_a0.200_sunrise_cam15_ACS-F606W_SB00-pred,0.3917565941810608,7.051618576049805,0.11522878706455231
16,1,64.565,65.9892,1.063,0.948,-10.55,64,66,VELA02,73,0.200,4.000,16,ACS,F606W,VELA02_a0.200_sunrise_cam16_ACS-F606W_SB00-pred,0.4197804629802704,7.975828647613525,0.11556863784790039
17,1,64.9508,66.3126,1.056,0.9279999999999999,67.57,65,67,VELA02,74,0.200,4.000,17,ACS,F606W,VELA02_a0.200_sunrise_cam17_ACS-F606W_SB00-pred,0.46215587854385376,9.243117332458496,0.15784448385238647
18,1,64.7768,66.1838,1.092,0.9640000000000001,46.15,65,66,VELA02,75,0.200,4.000,18,ACS,F606W,VELA02_a0.200_sunrise_cam18_ACS-F606W_SB00-pred,0.2389131337404251,4.539349555969238,0.11330810189247131
19,1,65.7489,65.5445,0.836,0.794,55.67,65,65,VELA02,76,0.210,3.762,00,ACS,F606W,VELA02_a0.210_sunrise_cam00_ACS-F606W_SB00-pred,0.7934376001358032,10.314688682556152,0.24182020127773285
20,1,65.6263,65.456,0.8740000000000001,0.867,-88.78,65,65,VELA02,77,0.210,3.762,01,ACS,F606W,VELA02_a0.210_sunrise_cam01_ACS-F606W_SB00-pred,0.724097728729248,10.137368202209473,0.22390180826187134
21,1,65.3234,65.1506,0.855,0.845,-14.61,65,65,VELA02,78,0.210,3.762,02,ACS,F606W,VELA02_a0.210_sunrise_cam02_ACS-F606W_SB00-pred,0.7640446424484253,10.696624755859375,0.24215398728847504
22,1,64.9534,65.5242,0.919,0.851,-2.69,64,66,VELA02,79,0.210,3.762,03,ACS,F606W,VELA02_a0.210_sunrise_cam03_ACS-F606W_SB00-pred,0.5641466379165649,9.026346206665039,0.2574070394039154
23,1,65.6454,65.0645,0.825,0.779,-24.35,65,65,VELA02,80,0.210,3.762,04,ACS,F606W,VELA02_a0.210_sunrise_cam04_ACS-F606W_SB00-pred,1.0669792890548706,11.736771583557129,0.23229306936264038
24,1,65.1865,65.2489,0.963,0.938,50.05,65,66,VELA02,81,0.210,3.762,05,ACS,F606W,VELA02_a0.210_sunrise_cam05_ACS-F606W_SB00-pred,0.44720733165740967,8.049732208251953,0.23220358788967133
25,1,65.2786,65.8425,0.9329999999999999,0.892,-24.93,65,65,VELA02,82,0.210,3.762,06,ACS,F606W,VELA02_a0.210_sunrise_cam06_ACS-F606W_SB00-pred,0.6470543146133423,10.352869033813477,0.2475338876247406
26,1,65.8693,65.5457,0.873,0.8390000000000001,-83.74,65,65,VELA02,83,0.210,3.762,07,ACS,F606W,VELA02_a0.210_sunrise_cam07_ACS-F606W_SB00-pred,0.7999683022499084,11.199556350708008,0.23715604841709137
27,1,64.7244,65.5774,0.767,0.757,-14.36,64,66,VELA02,84,0.210,3.762,08,ACS,F606W,VELA02_a0.210_sunrise_cam08_ACS-F606W_SB00-pred,0.6814558506011963,8.177470207214355,0.2542266547679901
28,1,64.6961,65.5527,0.7879999999999999,0.7609999999999999,13.21,64,66,VELA02,85,0.210,3.762,09,ACS,F606W,VELA02_a0.210_sunrise_cam09_ACS-F606W_SB00-pred,0.6219047904014587,8.084762573242188,0.2794567346572876
29,1,64.7544,65.6122,0.7809999999999999,0.773,-8.93,64,66,VELA02,86,0.210,3.762,10,ACS,F606W,VELA02_a0.210_sunrise_cam10_ACS-F606W_SB00-pred,0.6936988234519958,8.324385643005371,0.25209781527519226
30,1,64.9364,65.2755,0.937,0.922,-14.69,65,66,VELA02,87,0.210,3.762,11,ACS,F606W,VELA02_a0.210_sunrise_cam11_ACS-F606W_SB00-pred,0.49045461416244507,8.337728500366211,0.24512237310409546
31,1,65.0397,65.1662,0.932,0.9159999999999999,-32.82,65,66,VELA02,88,0.210,3.762,12,ACS,F606W,VELA02_a0.210_sunrise_cam12_ACS-F606W_SB00-pred,0.5010469555854797,8.51779842376709,0.24557730555534363
32,1,65.1267,65.8802,0.899,0.867,2.2,65,65,VELA02,89,0.210,3.762,13,ACS,F606W,VELA02_a0.210_sunrise_cam13_ACS-F606W_SB00-pred,0.6816017031669617,10.22402572631836,0.19902247190475464
33,1,64.7815,65.0498,0.851,0.797,-82.66,64,65,VELA02,90,0.210,3.762,14,ACS,F606W,VELA02_a0.210_sunrise_cam14_ACS-F606W_SB00-pred,0.8091291785240173,9.709549903869629,0.25851207971572876
34,1,64.9208,65.2441,0.943,0.927,-10.07,65,66,VELA02,91,0.210,3.762,15,ACS,F606W,VELA02_a0.210_sunrise_cam15_ACS-F606W_SB00-pred,0.4745461642742157,8.06728458404541,0.24327290058135986
35,1,65.6391,65.5417,0.9179999999999999,0.899,-53.84,65,65,VELA02,92,0.210,3.762,16,ACS,F606W,VELA02_a0.210_sunrise_cam16_ACS-F606W_SB00-pred,0.6729307174682617,10.093960762023926,0.23793064057826996
