,NUMBER,X_IMAGE,Y_IMAGE,A_IMAGE,B_IMAGE,THETA_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,gal_id,seg_index,a0,z,cam,instrument,filter,filename,prob_mean,prob_int,flux
0,1,64.0771,65.0419,0.9259999999999999,0.884,28.27,64,65,VELA09,76,0.240,3.167,00,ACS,F435W,VELA09_a0.240_sunrise_cam00_ACS-F435W_SB00-pred,0.8394660949707031,11.752525329589844,0.08197037875652313
1,1,65.3644,64.9921,0.9440000000000001,0.809,-0.6,65,64,VELA09,77,0.240,3.167,01,ACS,F435W,VELA09_a0.240_sunrise_cam01_ACS-F435W_SB00-pred,0.5934160351753235,7.120992660522461,0.0655091404914856
2,1,64.0207,65.9033,0.8959999999999999,0.885,59.74,64,66,VELA09,78,0.240,3.167,02,ACS,F435W,VELA09_a0.240_sunrise_cam02_ACS-F435W_SB00-pred,0.9052895903587341,11.76876449584961,0.07377009838819504
3,1,66.0135,64.905,0.883,0.871,-87.44,66,64,VELA09,83,0.240,3.167,07,ACS,F435W,VELA09_a0.240_sunrise_cam07_ACS-F435W_SB00-pred,1.0155903100967407,13.20267391204834,0.0778268426656723
4,1,63.9185,64.8818,0.9129999999999999,0.8390000000000001,-3.78,63,64,VELA09,84,0.240,3.167,08,ACS,F435W,VELA09_a0.240_sunrise_cam08_ACS-F435W_SB00-pred,0.736569881439209,8.838838577270508,0.07072912156581879
5,1,65.8255,65.7825,0.975,0.8809999999999999,52.44,65,65,VELA09,89,0.240,3.167,13,ACS,F435W,VELA09_a0.240_sunrise_cam13_ACS-F435W_SB00-pred,0.7799409627914429,11.699114799499512,0.08836233615875244
6,1,65.9418,64.9574,0.9059999999999999,0.899,-20.14,66,64,VELA09,90,0.240,3.167,14,ACS,F435W,VELA09_a0.240_sunrise_cam14_ACS-F435W_SB00-pred,0.677418053150177,8.806434631347656,0.06675509363412857
7,1,65.924,64.9897,0.905,0.897,-3.56,66,64,VELA09,91,0.240,3.167,15,ACS,F435W,VELA09_a0.240_sunrise_cam15_ACS-F435W_SB00-pred,0.6963557004928589,9.052623748779297,0.06811018288135529
8,1,64.8529,65.7716,0.987,0.8759999999999999,28.8,65,65,VELA09,93,0.240,3.167,17,ACS,F435W,VELA09_a0.240_sunrise_cam17_ACS-F435W_SB00-pred,0.5356513261795044,7.499118804931641,0.08271916210651398
9,1,65.1742,65.1805,0.784,0.5770000000000001,46.47,65,66,VELA09,95,0.250,3.000,00,ACS,F435W,VELA09_a0.250_sunrise_cam00_ACS-F435W_SB00-pred,0.06279078871011734,0.37674474716186523,0.03213087096810341
10,1,65.1339,65.8325,0.904,0.862,41.17,65,65,VELA09,97,0.250,3.000,02,ACS,F435W,VELA09_a0.250_sunrise_cam02_ACS-F435W_SB00-pred,0.18683026731014252,2.0551328659057617,0.06392074376344681
11,1,65.9828,65.729,0.754,0.6990000000000001,4.78,65,66,VELA09,98,0.250,3.000,03,ACS,F435W,VELA09_a0.250_sunrise_cam03_ACS-F435W_SB00-pred,0.07829389721155167,0.5480572581291199,0.04404560849070549
12,1,64.6709,65.441,0.929,0.818,68.23,65,65,VELA09,99,0.250,3.000,04,ACS,F435W,VELA09_a0.250_sunrise_cam04_ACS-F435W_SB00-pred,0.17843939363956451,1.962833285331726,0.05896728113293648
13,1,64.1955,65.5709,0.9740000000000001,0.9440000000000001,-23.42,64,66,VELA09,114,0.260,2.846,00,ACS,F435W,VELA09_a0.260_sunrise_cam00_ACS-F435W_SB00-pred,0.5793424248695374,8.690135955810547,0.08831725269556046
14,1,65.4742,65.78,0.948,0.9209999999999999,-22.15,65,65,VELA09,116,0.260,2.846,02,ACS,F435W,VELA09_a0.260_sunrise_cam02_ACS-F435W_SB00-pred,0.6093539595603943,8.53095531463623,0.07961771637201309
15,1,65.3171,64.5527,0.953,0.8590000000000001,-48.45,65,64,VELA09,117,0.260,2.846,03,ACS,F435W,VELA09_a0.260_sunrise_cam03_ACS-F435W_SB00-pred,0.2908114790916443,3.7805492877960205,0.06318610161542892
16,1,65.2498,64.6413,0.9490000000000001,0.861,-51.88,65,64,VELA09,118,0.260,2.846,04,ACS,F435W,VELA09_a0.260_sunrise_cam04_ACS-F435W_SB00-pred,0.4625937342643738,6.013718605041504,0.06444060057401657
17,1,65.4198,64.8994,0.953,0.773,-17.49,65,64,VELA09,119,0.260,2.846,05,ACS,F435W,VELA09_a0.260_sunrise_cam05_ACS-F435W_SB00-pred,0.2578522264957428,2.836374521255493,0.055836983025074005
18,1,65.2464,64.6367,0.951,0.858,-51.92,65,64,VELA09,120,0.260,2.846,06,ACS,F435W,VELA09_a0.260_sunrise_cam06_ACS-F435W_SB00-pred,0.45536521077156067,5.919747829437256,0.06424407660961151
19,1,64.923,64.6303,0.905,0.828,-70.05,65,64,VELA09,121,0.260,2.846,07,ACS,F435W,VELA09_a0.260_sunrise_cam07_ACS-F435W_SB00-pred,0.935936689376831,12.167177200317383,0.08196712285280228
20,1,65.9991,64.9742,0.922,0.9059999999999999,12.99,66,64,VELA09,122,0.260,2.846,08,ACS,F435W,VELA09_a0.260_sunrise_cam08_ACS-F435W_SB00-pred,0.4925454258918762,6.403090476989746,0.06648624688386917
21,1,64.8573,64.9486,0.893,0.792,-2.65,65,64,VELA09,123,0.260,2.846,09,ACS,F435W,VELA09_a0.260_sunrise_cam09_ACS-F435W_SB00-pred,0.24324743449687958,2.432474374771118,0.04770102724432945
