,NUMBER,X_IMAGE,Y_IMAGE,A_IMAGE,B_IMAGE,THETA_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,gal_id,seg_index,a0,z,cam,instrument,filter,filename,prob_mean,prob_int,flux
0,1,64.6494,65.35,1.2229999999999999,0.986,-50.46,65,66,VELA25,171,0.200,4.000,00,ACS,F606W,VELA25_a0.200_sunrise_cam00_ACS-F606W_SB00-pred,0.370484858751297,9.262121200561523,0.3029141128063202
1,1,65.4683,65.6809,1.261,0.9309999999999999,-41.01,65,65,VELA25,172,0.200,4.000,01,ACS,F606W,VELA25_a0.200_sunrise_cam01_ACS-F606W_SB00-pred,0.509857177734375,12.236572265625,0.2817554473876953
2,1,64.6397,64.537,1.3630000000000002,1.0170000000000001,-48.73,65,65,VELA25,173,0.200,4.000,02,ACS,F606W,VELA25_a0.200_sunrise_cam02_ACS-F606W_SB00-pred,0.3538765013217926,9.908541679382324,0.2602112591266632
3,1,63.8316,65.2242,1.041,0.862,43.75,63,65,VELA25,174,0.200,4.000,03,ACS,F606W,VELA25_a0.200_sunrise_cam03_ACS-F606W_SB00-pred,0.5864433646202087,11.142423629760742,0.28360870480537415
4,1,65.452,65.3078,1.082,0.915,6.82,65,65,VELA25,175,0.200,4.000,04,ACS,F606W,VELA25_a0.200_sunrise_cam04_ACS-F606W_SB00-pred,0.5487490892410278,10.974982261657715,0.2439010888338089
5,1,65.7887,64.4633,1.2409999999999999,0.946,-47.96,65,64,VELA25,176,0.200,4.000,05,ACS,F606W,VELA25_a0.200_sunrise_cam05_ACS-F606W_SB00-pred,0.41248345375061035,9.899602890014648,0.28298842906951904
6,1,65.4659,65.2886,1.089,0.938,10.86,65,65,VELA25,177,0.200,4.000,06,ACS,F606W,VELA25_a0.200_sunrise_cam06_ACS-F606W_SB00-pred,0.5243154764175415,11.010624885559082,0.24834203720092773
7,1,64.0753,65.1411,0.888,0.84,42.96,64,65,VELA25,178,0.200,4.000,07,ACS,F606W,VELA25_a0.200_sunrise_cam07_ACS-F606W_SB00-pred,0.7460008859634399,11.19001293182373,0.23875775933265686
8,1,64.9526,65.9629,0.86,0.851,75.77,65,66,VELA25,179,0.200,4.000,08,ACS,F606W,VELA25_a0.200_sunrise_cam08_ACS-F606W_SB00-pred,0.9351614713668823,12.157098770141602,0.17792817950248718
9,1,63.9829,65.3166,0.8390000000000001,0.83,42.81,64,65,VELA25,180,0.200,4.000,09,ACS,F606W,VELA25_a0.200_sunrise_cam09_ACS-F606W_SB00-pred,0.7957131266593933,11.139984130859375,0.2413325160741806
10,1,64.8431,65.9054,0.925,0.8959999999999999,8.77,64,66,VELA25,181,0.200,4.000,10,ACS,F606W,VELA25_a0.200_sunrise_cam10_ACS-F606W_SB00-pred,0.6156935691833496,10.466790199279785,0.1834155023097992
