,NUMBER,X_IMAGE,Y_IMAGE,A_IMAGE,B_IMAGE,THETA_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,gal_id,seg_index,a0,z,cam,instrument,filter,filename,prob_mean,prob_int,flux
0,1,65.0505,64.9319,0.81,0.778,77.48,65,64,VELA34,133,0.230,3.348,00,ACS,F435W,VELA34_a0.230_sunrise_cam00_ACS-F435W_SB00-pred,0.28083375096321106,2.527503728866577,0.05115064978599548
1,1,64.5994,64.7575,0.975,0.91,24.03,65,64,VELA34,134,0.230,3.348,01,ACS,F435W,VELA34_a0.230_sunrise_cam01_ACS-F435W_SB00-pred,0.5626760125160217,7.8774638175964355,0.07820971310138702
2,1,65.011,65.0093,0.8079999999999999,0.785,71.27,65,64,VELA34,135,0.230,3.348,02,ACS,F435W,VELA34_a0.230_sunrise_cam02_ACS-F435W_SB00-pred,0.16750124096870422,1.5075111389160156,0.05276704952120781
3,1,72.3887,63.3521,0.95,0.828,-16.53,72,63,VELA34,136,0.230,3.348,03,ACS,F435W,VELA34_a0.230_sunrise_cam03_ACS-F435W_SB00-pred,0.16999216377735138,1.8699138164520264,0.0520295724272728
4,2,65.0113,64.8963,0.89,0.8759999999999999,87.18,65,65,VELA34,136,0.230,3.348,03,ACS,F435W,VELA34_a0.230_sunrise_cam03_ACS-F435W_SB00-pred,0.8491535186767578,11.038995742797852,0.07863749563694
5,1,64.9623,65.0197,0.807,0.78,71.49,65,64,VELA34,137,0.230,3.348,04,ACS,F435W,VELA34_a0.230_sunrise_cam04_ACS-F435W_SB00-pred,0.18345068395137787,1.651056170463562,0.05531124398112297
6,1,64.9697,64.6735,0.743,0.675,8.83,65,64,VELA34,138,0.230,3.348,05,ACS,F435W,VELA34_a0.230_sunrise_cam05_ACS-F435W_SB00-pred,0.1610574722290039,1.1274023056030273,0.053981680423021317
7,1,65.0024,65.1059,0.905,0.851,0.04,65,65,VELA34,139,0.230,3.348,06,ACS,F435W,VELA34_a0.230_sunrise_cam06_ACS-F435W_SB00-pred,0.5989288687705994,7.1871466636657715,0.07079188525676727
8,1,64.7975,64.8058,0.899,0.8540000000000001,20.7,65,64,VELA34,140,0.230,3.348,07,ACS,F435W,VELA34_a0.230_sunrise_cam07_ACS-F435W_SB00-pred,0.47820496559143066,5.738459587097168,0.06918662786483765
9,1,71.2204,61.8144,1.0290000000000001,1.003,19.67,71,62,VELA34,142,0.230,3.348,09,ACS,F435W,VELA34_a0.230_sunrise_cam09_ACS-F435W_SB00-pred,0.4411980211734772,7.5003662109375,0.08570156246423721
10,2,65.0538,64.7882,0.927,0.877,-44.55,65,65,VELA34,142,0.230,3.348,09,ACS,F435W,VELA34_a0.230_sunrise_cam09_ACS-F435W_SB00-pred,0.5876085758209229,7.638911247253418,0.07190246134996414
11,1,71.5014,61.5019,0.504,0.496,44.99,72,62,VELA34,143,0.230,3.348,10,ACS,F435W,VELA34_a0.230_sunrise_cam10_ACS-F435W_SB00-pred,0.08880005031824112,0.3552002012729645,0.007589227519929409
12,1,65.3111,64.967,0.777,0.66,88.26,65,64,VELA34,145,0.230,3.348,12,ACS,F435W,VELA34_a0.230_sunrise_cam12_ACS-F435W_SB00-pred,0.1764727383852005,1.23530912399292,0.04917433485388756
13,1,64.8296,64.6315,0.943,0.888,76.99,65,65,VELA34,147,0.230,3.348,14,ACS,F435W,VELA34_a0.230_sunrise_cam14_ACS-F435W_SB00-pred,0.630172610282898,8.822416305541992,0.07857239991426468
14,1,64.1404,64.8428,0.838,0.685,48.5,64,64,VELA34,148,0.230,3.348,15,ACS,F435W,VELA34_a0.230_sunrise_cam15_ACS-F435W_SB00-pred,0.12052187323570251,0.9641749858856201,0.04916086792945862
15,1,71.9832,61.4142,1.035,0.9670000000000001,8.68,72,62,VELA34,149,0.230,3.348,16,ACS,F435W,VELA34_a0.230_sunrise_cam16_ACS-F435W_SB00-pred,0.4752185642719269,7.60349702835083,0.07590734958648682
16,2,65.0294,64.9687,0.909,0.898,88.7,65,65,VELA34,149,0.230,3.348,16,ACS,F435W,VELA34_a0.230_sunrise_cam16_ACS-F435W_SB00-pred,0.5897935032844543,7.667315483093262,0.07034145295619965
17,1,72.8393,62.1534,0.8290000000000001,0.687,45.13,73,62,VELA34,150,0.230,3.348,17,ACS,F435W,VELA34_a0.230_sunrise_cam17_ACS-F435W_SB00-pred,0.12355697154998779,0.9884557723999023,0.03807278722524643
18,2,64.719,64.8073,0.9109999999999999,0.8490000000000001,18.88,65,64,VELA34,150,0.230,3.348,17,ACS,F435W,VELA34_a0.230_sunrise_cam17_ACS-F435W_SB00-pred,0.3490891456604004,4.189069747924805,0.06732259690761566
19,1,64.9548,64.908,0.8,0.775,63.54,65,64,VELA34,151,0.230,3.348,18,ACS,F435W,VELA34_a0.230_sunrise_cam18_ACS-F435W_SB00-pred,0.21646930277347565,1.9482237100601196,0.056054215878248215
20,1,69.2407,63.0461,1.6869999999999998,0.9520000000000001,-45.52,69,62,VELA34,171,0.250,3.000,00,ACS,F435W,VELA34_a0.250_sunrise_cam00_ACS-F435W_SB00-pred,0.393739253282547,10.237220764160156,0.12543797492980957
21,2,70.1862,79.8447,1.2409999999999999,0.938,-26.21,70,80,VELA34,171,0.250,3.000,00,ACS,F435W,VELA34_a0.250_sunrise_cam00_ACS-F435W_SB00-pred,0.24596044421195984,3.9353671073913574,0.07248726487159729
22,3,73.5079,78.5016,1.06,0.899,-89.5,74,78,VELA34,171,0.250,3.000,00,ACS,F435W,VELA34_a0.250_sunrise_cam00_ACS-F435W_SB00-pred,0.2021609991788864,2.425931930541992,0.043958332389593124
23,1,50.8042,65.919,0.992,0.9470000000000001,29.41,51,66,VELA34,172,0.250,3.000,01,ACS,F435W,VELA34_a0.250_sunrise_cam01_ACS-F435W_SB00-pred,0.602359414100647,9.637750625610352,0.09142199158668518
24,2,65.9742,65.8709,0.9540000000000001,0.895,65.94,66,66,VELA34,172,0.250,3.000,01,ACS,F435W,VELA34_a0.250_sunrise_cam01_ACS-F435W_SB00-pred,0.7879868149757385,11.031815528869629,0.09854230284690857
25,1,69.1947,61.3667,1.124,1.0090000000000001,-40.32,69,61,VELA34,173,0.250,3.000,02,ACS,F435W,VELA34_a0.250_sunrise_cam02_ACS-F435W_SB00-pred,0.44328296184539795,7.979093074798584,0.0770796537399292
26,2,64.2107,62.5225,1.147,0.948,5.0,64,63,VELA34,173,0.250,3.000,02,ACS,F435W,VELA34_a0.250_sunrise_cam02_ACS-F435W_SB00-pred,0.5595904588699341,10.072628021240234,0.1214638352394104
27,1,65.6811,65.8974,1.1440000000000001,0.938,18.1,66,65,VELA34,174,0.250,3.000,03,ACS,F435W,VELA34_a0.250_sunrise_cam03_ACS-F435W_SB00-pred,0.5532382130622864,9.958288192749023,0.10188576579093933
28,2,79.1052,65.7441,1.0070000000000001,0.9390000000000001,-65.99,79,66,VELA34,174,0.250,3.000,03,ACS,F435W,VELA34_a0.250_sunrise_cam03_ACS-F435W_SB00-pred,0.6503125429153442,10.405000686645508,0.09058786928653717
29,1,50.7615,68.0308,0.888,0.769,0.96,51,68,VELA34,175,0.250,3.000,04,ACS,F435W,VELA34_a0.250_sunrise_cam04_ACS-F435W_SB00-pred,0.30972254276275635,3.0972254276275635,0.05389072000980377
30,2,66.5702,68.5644,1.228,1.075,74.77,67,69,VELA34,175,0.250,3.000,04,ACS,F435W,VELA34_a0.250_sunrise_cam04_ACS-F435W_SB00-pred,0.5145450830459595,11.834537506103516,0.11491915583610535
31,1,78.4642,58.9325,1.061,0.946,87.59,78,59,VELA34,176,0.250,3.000,05,ACS,F435W,VELA34_a0.250_sunrise_cam05_ACS-F435W_SB00-pred,0.5304163098335266,8.486660957336426,0.09207525849342346
32,2,67.1796,68.078,1.412,1.084,-59.64,67,68,VELA34,176,0.250,3.000,05,ACS,F435W,VELA34_a0.250_sunrise_cam05_ACS-F435W_SB00-pred,0.4703526198863983,12.6995210647583,0.14983153343200684
33,1,50.7563,64.9771,0.98,0.9670000000000001,-51.82,50,65,VELA34,177,0.250,3.000,06,ACS,F435W,VELA34_a0.250_sunrise_cam06_ACS-F435W_SB00-pred,0.6526827812194824,11.09560775756836,0.12233652919530869
34,2,65.7458,65.0313,0.966,0.892,-3.26,66,65,VELA34,177,0.250,3.000,06,ACS,F435W,VELA34_a0.250_sunrise_cam06_ACS-F435W_SB00-pred,0.7713420391082764,11.570130348205566,0.09863606095314026
35,3,59.8591,65.3696,0.922,0.693,69.65,60,65,VELA34,177,0.250,3.000,06,ACS,F435W,VELA34_a0.250_sunrise_cam06_ACS-F435W_SB00-pred,0.1563623994588852,1.407261610031128,0.055973898619413376
36,1,70.9766,61.0314,0.789,0.787,75.36,71,61,VELA34,178,0.250,3.000,07,ACS,F435W,VELA34_a0.250_sunrise_cam07_ACS-F435W_SB00-pred,0.235042542219162,2.1153829097747803,0.03225819021463394
37,1,69.9806,60.8629,0.977,0.863,-2.92,70,61,VELA34,179,0.250,3.000,08,ACS,F435W,VELA34_a0.250_sunrise_cam08_ACS-F435W_SB00-pred,0.26013508439064026,3.1216208934783936,0.055784352123737335
38,2,64.0625,64.8229,1.0759999999999998,0.985,20.91,64,65,VELA34,179,0.250,3.000,08,ACS,F435W,VELA34_a0.250_sunrise_cam08_ACS-F435W_SB00-pred,0.4458637833595276,8.025547981262207,0.1041039451956749
